chromosome,gene_id,gene_name,start_bp,end_bp,strand,essential_status,feature_type,source_file,source_sheet
chrXIV,S000005164,ADE12,234413,235714,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000005165,POP1,231068,233695,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000005166,SSU72,229094,229714,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007172,YORWdelta16,664325,664469,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007173,YORWdelta17,664813,665145,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007174,YORWdelta19,703612,703762,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007175,YORWdelta22,969293,969431,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007176,YORWdelta23,970286,970617,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007177,YORWdelta24,975913,976244,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007178,YORWsigma3,854275,854614,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007179,YORWsigma4,968991,969301,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000007195,YPLWdelta8,211577,211898,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000007196,YPLWdelta9,436068,436249,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000007197,YPLWdelta11,436594,436731,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007225,YLR035C-A,215440,218907,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000007226,YER039C-A,229263,229481,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007227,YDR170W-A,803195,804517,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007228,SCS22,46565,47180,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007228,S000007228,47059,47146,-,Ambiguous,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003624,ARG3,268799,269815,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003625,SIP4,265926,268415,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003632,MRPL49,246490,246975,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003626,DPB11,262757,265051,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003627,GWT1,261080,262552,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003628,SRS2,257423,260947,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003629,TOK1,254737,256812,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003630,KHA1,251821,254442,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003631,BCK1,247255,251691,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000077394,ARS522,549566,549814,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003634,SAP185,242082,245258,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003635,CHS6,239414,241654,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003636,LSB6,237263,239086,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003637,GSH1,234320,236356,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003638,MEF2,231301,233760,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004161,YLR171W,500733,501122,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000028742,YEL018C-A,121455,121988,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003639,GSM1,229025,230881,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003640,PAM16,227327,227776,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003641,SET4,225055,226737,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003642,IME2,221390,223327,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003643,YJL107C,218853,220016,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003644,PRM10,217705,218856,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003645,UTP10,212000,217309,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003646,GZF3,209922,211577,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003647,CCT7,207877,209529,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003648,MDV1,205305,207449,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003649,YJL113W,198678,203325,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003649,S000003649,198999,198999,+,Unknown,plus_1_translational_frameshift,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003650,YJL114W,197915,198595,+,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003651,ASF1,196287,197126,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003660,LSM1,187126,187644,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003652,NCA3,193860,194873,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003653,PHO86,192531,193466,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003654,YJL118W,191639,192298,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003655,YJL119C,191572,191895,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003656,YJL120W,191022,191345,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003657,RPE1,190374,191090,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003658,ALB1,189716,190243,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003659,MTC1,188004,189440,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003661,GCD14,185528,186679,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003662,NIT2,184501,185424,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003663,SPT10,182298,184220,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003664,PBS2,178097,180103,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003665,TRK1,173599,177306,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003666,URA2,165723,172367,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003666,S000003666,172433,172752,-,Unknown,five_prime_UTR_intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005671,PNO1,605347,606171,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003667,AIM23,164278,165348,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003668,YJL132W,161914,164166,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003669,MRS3,160619,161563,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003670,LCB3,158188,159417,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003671,YJL135W,157877,158194,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003672,RPS21B,156550,157273,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003672,S000003672,156790,157249,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003681,SFH5,145160,146044,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003673,GLG2,154985,156127,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003674,TIF2,153504,154691,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003675,YUR1,151713,152999,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003676,RPB4,150961,151626,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003677,YAK1,147967,150390,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003678,IRC9,147819,148211,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003679,TIM17,147101,147577,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003682,IDS2,143292,144701,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003684,RPA34,140437,141138,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003685,DAS1,137379,139370,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003686,YJL150W,137123,137425,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003687,SNA3,136372,136773,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003688,YJL152W,136174,136533,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005663,SIA1,581813,583681,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005664,RUP1,584309,586324,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005666,SFL1,586981,589281,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005667,ARP8,589942,592587,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005668,LSC1,593057,594046,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005669,THI80,601383,602342,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005683,PUP1,630966,631751,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005670,ELG1,602717,605092,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005672,YOR146W,605873,606178,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005673,MDM32,606607,608475,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005674,SPP2,608640,609197,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005675,SMP3,609838,611388,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005676,MRPL23,611999,612490,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006787,YALWdelta1,22230,22552,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005677,RPB2,612997,616671,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005678,ATG40,617518,618288,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005679,PDR5,619840,624375,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005680,SLP1,624729,626492,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005681,ISN1,626628,627980,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005682,NFI1,628360,630540,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005684,PET123,632164,633120,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005685,SME1,633282,633566,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005686,MTR10,633839,636757,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005687,PNS1,636939,638558,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005688,YRR1,639560,641992,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005689,DDP1,642741,643307,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006788,YARCdelta3,160105,160237,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005690,GET4,643394,644332,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005691,SEY1,644566,646896,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005711,GSP2,681444,682106,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005692,SWT1,647126,648502,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005693,RPS28A,648804,649007,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005694,GLN4,649303,651732,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005695,YOR169C,651376,651840,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005696,YOR170W,651858,652163,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004158,UPS2,499578,500270,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005697,LCB4,652010,653884,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005698,YRM1,654210,656570,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005699,DCS2,657264,658325,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005700,MED4,658747,659601,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005701,ALE1,659815,661674,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005702,HEM15,662401,663582,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004159,YLR169W,500335,500688,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005703,MPC54,665785,667179,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005712,YOR186W,683111,683545,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005704,GAC1,667860,670241,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005705,SYC1,671845,672411,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005706,DCI1,674352,675167,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005707,LAS17,675939,677840,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005708,RPS30B,678191,678793,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005708,S000005708,678380,678790,-,Ambiguous,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005709,FYV12,678872,679261,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006789,YARCdelta4,160238,160574,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005710,SER1,679357,680544,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005713,TUF1,684030,685343,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005714,MSB1,685767,689180,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005715,IES4,689624,689974,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004118,DCN1,398530,399433,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004118,S000004118,398533,398626,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005716,SPR1,690695,692032,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005717,ULS1,692475,697334,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005718,THI72,698768,700567,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005719,PEX27,710446,711576,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005720,TOA1,711683,712543,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004116,YLR126C,394765,395520,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004117,APC2,395758,398319,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004119,DIP2,399657,402488,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004120,ZRT2,402794,404062,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004121,ACE2,404510,406822,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004122,USB1,407283,408155,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004123,CKI1,408445,410193,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006790,YARCdelta5,165826,166162,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004124,PDC5,410723,412414,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004152,YLR162W,489573,489929,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118454,ARS710,203914,204155,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118454,S000118454,203972,203986,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004125,SLX4,413281,415527,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004126,TIS11,415801,416658,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004127,RKM5,417006,418109,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004128,NHA1,418437,421394,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004160,APS1,500579,501049,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004129,SLS1,421542,423473,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004130,YLR140W,423474,423800,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004131,RRN5,423683,424774,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004132,PUT1,425186,426616,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004133,DPH6,427329,429386,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004134,ACF2,429677,432016,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004135,RMP1,432168,432773,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004136,SPE4,432823,433725,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004137,SMD3,434158,434463,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004138,PEP3,434641,437397,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004140,STM1,440467,441288,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004141,PCD1,441715,442737,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004148,ASP3-3,482549,483637,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004142,YLR152C,442958,444688,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006160,YAR1,99484,100086,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004143,ACS2,445524,447575,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004144,RNH203,447982,448314,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004145,ASP3-1,469317,470405,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004146,YLR156W,472113,472457,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004147,ASP3-2,472969,474057,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004149,YLR159W,485345,485689,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004150,ASP3-4,486201,487289,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004151,YLR161W,488997,489341,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118457,ARS717,388658,388891,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118457,S000118457,388832,388846,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004153,MAS1,491866,493254,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004154,SHH4,493883,494389,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004155,PUS5,494494,495258,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004156,SEC10,495429,498044,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004157,RPS31,498947,499405,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004162,DPH5,501260,502162,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004164,IDP2,504591,505829,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004165,CBF5,506134,507585,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004166,RFX1,507797,510232,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004167,YLR177W,511054,512940,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004168,TFS1,513162,513821,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004169,YLR179C,514108,514713,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004170,SAM1,515262,516410,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118459,ARS719,484930,485157,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118459,S000118459,485096,485110,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004171,VTA1,516678,517670,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004172,SWI6,517940,520351,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004173,TOS4,520543,522012,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004174,YLR184W,522106,522453,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004175,RPL37A,522663,523288,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004175,S000004175,522670,523028,+,Ambiguous,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004176,EMG1,523632,524390,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006161,HSP82,96496,98625,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004177,SKG3,524865,527945,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004178,MDL1,528300,530387,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004179,ATG26,530797,534393,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006166,YPL245W,85586,86950,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000004180,MMR1,535214,536689,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006162,CIN2,95372,96258,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006162,S000006162,96154,96233,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006163,IQG1,90622,95109,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006164,SRP68,88517,90316,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006165,HUT1,87014,88033,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000006791,YARCdelta8,209448,209778,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006167,RBD2,84509,85297,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
